CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate
SKIN REWIND LIMITED,11514676,,,18 CROFTON DRIVE,,LINCOLN,,ENGLAND,LN3 4NR,Private Limited Company,Active,United Kingdom,NA,13/08/2018,31,8,31/05/2021,31/08/2019,DORMANT,10/09/2019,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/11514676,,,,,,,,,,,,,,,,,,,,,26/08/2020,12/08/2019
MARCH POWER ENGINEERING LTD,SC525327,,,6 BERRYHILL PARK,SKENE,WESTHILL,,UNITED KINGDOM,AB32 6BF,Private Limited Company,Active,United Kingdom,NA,27/01/2016,31,1,31/10/2020,31/01/2019,TOTAL EXEMPTION FULL,24/02/2017,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/SC525327,,,,,,,,,,,,,,,,,,,,,10/02/2021,27/01/2020
ANDREW STILTON LIMITED,08990923,,,SPRINGFIELD BLAKESHALL,WOLVERLEY,KIDDERMINSTER,,,DY11 5XR,Private Limited Company,Active,United Kingdom,NA,10/04/2014,30,4,31/01/2021,30/04/2019,,08/05/2017,10/04/2016,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id/company/08990923,,,,,,,,,,,,,,,,,,,,,24/04/2021,10/04/2020
FORD PROFESSIONAL SERVICES LTD.,SC501018,,,16 GALLAGHER COURT,,AIRDRIE,LANARKSHIRE,SCOTLAND,ML6 9GE,Private Limited Company,Active,United Kingdom,NA,20/03/2015,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,17/04/2017,20/03/2016,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/SC501018,,,,,,,,,,,,,,,,,,,,,03/04/2021,20/03/2020
ABC DIVISION LTD,11985871,,,3 GRANGE CLOSE,,RATBY,LEICESTER,UNITED KINGDOM,LE6 0NR,Private Limited Company,Active,United Kingdom,NA,08/05/2019,5,4,05/01/2021,,NO ACCOUNTS FILED,05/06/2020,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/11985871,13/11/2019,BEANHELPER LTD,,,,,,,,,,,,,,,,,,,21/05/2020,
JOSEPH SMITH LIMITED,05518820,,,SWALLOW COURT HANBURY ROAD,STOKE PRIOR,BROMSGROVE,,ENGLAND,B60 4AD,Private Limited Company,Active,United Kingdom,NA,26/07/2005,31,12,30/09/2020,31/12/2018,,23/08/2016,26/07/2015,1,0,0,1,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/05518820,,,,,,,,,,,,,,,,,,,,,09/08/2020,26/07/2019
CEEJAY TRADING UK LTD,12232843,,,FLAT 15 TRINITY COURT,46 TRINITY ROAD,BIRMINGHAM,,UNITED KINGDOM,B6 6AL,Private Limited Company,Active,United Kingdom,NA,30/09/2019,30,9,30/06/2021,,NO ACCOUNTS FILED,28/10/2020,,0,0,0,0,95240 - Repair of furniture and home furnishings,"95250 - Repair of watches, clocks and jewellery",95290 - Repair of personal and household goods n.e.c.,96090 - Other service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/12232843,,,,,,,,,,,,,,,,,,,,,13/10/2020,
LT CONSTRUCTION LIMITED,08319724,,,30 HENSHAWE ROAD,,DAGENHAM,ESSEX,,RM8 3AU,Private Limited Company,Active,United Kingdom,NA,05/12/2012,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,02/01/2017,05/12/2015,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/08319724,,,,,,,,,,,,,,,,,,,,,14/12/2020,30/11/2019
KMS ADHESIVES LIMITED,07993537,,,THE OLD SCHOOL FAIRSTEAD LANE,LITTLE CRESSINGHAM,WATTON,NORFOLK,UNITED KINGDOM,IP25 6NT,Private Limited Company,Active,United Kingdom,NA,16/03/2012,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,13/04/2017,16/03/2016,0,0,0,0,20520 - Manufacture of glues,46750 - Wholesale of chemical products,,,0,0,http://business.data.gov.uk/id/company/07993537,,,,,,,,,,,,,,,,,,,,,30/03/2021,16/03/2020
SIGNATURE CATERING SERVICES LIMITED,04596708,,,288 OXFORD ROAD,GOMERSAL,CLECKHEATON,WEST YORKSHIRE,UNITED KINGDOM,BD19 4PY,Private Limited Company,Active,United Kingdom,NA,21/11/2002,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,30/11/2016,02/11/2015,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/04596708,,,,,,,,,,,,,,,,,,,,,16/11/2020,02/11/2019
RICHARD FORDHAM TREE SURGEONS LIMITED,11306687,,,RUMPS BARN,DOWLING ROAD,MOUNT BURES,,UNITED KINGDOM,CO8 5AY,Private Limited Company,Active,United Kingdom,NA,12/04/2018,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,10/05/2019,,0,0,0,0,02100 - Silviculture and other forestry activities,,,,0,0,http://business.data.gov.uk/id/company/11306687,,,,,,,,,,,,,,,,,,,,,16/10/2020,02/10/2019
ASHVINA UK LIMITED,12279502,,,KANENDRA HOUSE KANENDRA HOUSE,ULLSWATER CRESCENT,COULSDON,SURREY,UNITED KINGDOM,CR5 2HR,Private Limited Company,Active,United Kingdom,NA,24/10/2019,31,10,24/07/2021,,NO ACCOUNTS FILED,21/11/2020,,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/12279502,25/11/2019,ASHVINA EXIM PVT LIMITED,,,,,,,,,,,,,,,,,,,06/11/2020,
KELVEDEN LIMITED,11810360,,,201 HIGH STREET,,KELVEDON,COLCHESTER,ENGLAND,CO5 9JD,Private Limited Company,Active,United Kingdom,NA,06/02/2019,28,2,06/11/2020,,NO ACCOUNTS FILED,05/03/2020,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/11810360,,,,,,,,,,,,,,,,,,,,,19/02/2021,05/02/2020
TOTAL GAS (GB) LTD,11955784,,,SWALLOW BARN,COMMON LANE,LOWER STRETTON,,UNITED KINGDOM,WA4 4PE,Private Limited Company,Active,United Kingdom,NA,20/04/2019,30,4,20/01/2021,,NO ACCOUNTS FILED,18/05/2020,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/11955784,,,,,,,,,,,,,,,,,,,,,03/05/2020,
WEIR RECYCLING UK LTD,11008816,,,ASTON HOUSE,ASTON ROAD NORTH,BIRMINGHAM,,UNITED KINGDOM,B6 4DS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,11/10/2017,31,10,31/07/2020,31/10/2018,DORMANT,08/11/2018,,0,0,0,0,38110 - Collection of non-hazardous waste,38120 - Collection of hazardous waste,38210 - Treatment and disposal of non-hazardous waste,38320 - Recovery of sorted materials,0,0,http://business.data.gov.uk/id/company/11008816,,,,,,,,,,,,,,,,,,,,,24/10/2020,10/10/2019
B S BAL PROPERTIES LIMITED,11223331,,,1 LYDNEY PARK,WEST BRIDGFORD,NOTTINGHAM,,ENGLAND,NG2 7TJ,Private Limited Company,Active,United Kingdom,NA,23/02/2018,28,2,30/11/2020,28/02/2019,TOTAL EXEMPTION FULL,23/03/2019,,8,8,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/11223331,,,,,,,,,,,,,,,,,,,,,07/03/2020,22/02/2019
CPL HEALTHCARE GLOBAL LIMITED,09193023,,,2ND FLOOR REGIS HOUSE,45 KING WILLIAM STREET,LONDON,,UNITED KINGDOM,EC4R 9AN,Private Limited Company,Active,United Kingdom,NA,29/08/2014,30,6,31/03/2021,30/06/2019,FULL,26/09/2016,29/08/2015,0,0,0,0,78109 - Other activities of employment placement agencies,,,,0,0,http://business.data.gov.uk/id/company/09193023,,,,,,,,,,,,,,,,,,,,,12/09/2020,29/08/2019
MSW ASSET MANAGEMENT LIMITED,09651834,,,1 TAPE STREET,CHEADLE,STOKE-ON-TRENT,STAFFORDSHIRE,ENGLAND,ST10 1BB,Private Limited Company,Active,United Kingdom,NA,23/06/2015,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,21/07/2016,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09651834,,,,,,,,,,,,,,,,,,,,,28/05/2020,14/05/2019
SP RENDERING LTD,11728562,,,OFFICE S11 REDHOUSE ROAD,MOULTON PARK INDUSTRIAL ESTATE,NORTHAMPTON,,ENGLAND,NN3 6AQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,14/12/2018,31,12,14/09/2020,,NO ACCOUNTS FILED,11/01/2020,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/11728562,,,,,,,,,,,,,,,,,,,,,27/12/2019,
BROCKHILL INVESTMENTS LIMITED,09527523,,,HOLLY FARM WHITEPITS LANE,PORTWAY,BIRMINGHAM,WEST MIDLANDS,ENGLAND,B48 7HP,Private Limited Company,Active,United Kingdom,NA,07/04/2015,31,3,31/12/2020,31/03/2019,DORMANT,05/05/2017,07/04/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/09527523,,,,,,,,,,,,,,,,,,,,,19/04/2021,05/04/2020
L J TECHNICAL SERVICES LIMITED,04838439,,,4 SABRINA WALK,WORCESTER,,,,WR3 7BA,Private Limited Company,Active,United Kingdom,NA,19/07/2003,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,16/08/2016,19/07/2015,0,0,0,0,71121 - Engineering design activities for industrial process and production,,,,0,0,http://business.data.gov.uk/id/company/04838439,09/09/2003,JANELA SECRETARIAL SERVICES LIMITED,,,,,,,,,,,,,,,,,,,02/08/2020,19/07/2019
FRANK GOULD ENTERPRISES LIMITED,07854632,,,61 MAXWELL ROAD,,WELLING,,,DA16 2ES,Private Limited Company,Active,United Kingdom,NA,21/11/2011,30,11,31/08/2020,30/11/2018,DORMANT,19/12/2016,21/11/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/07854632,,,,,,,,,,,,,,,,,,,,,04/10/2020,20/09/2019
JOANNA ESTATES LTD,11315273,,,CHOCOLATE FACTORY 2,4 COBURG ROAD,LONDON,,ENGLAND,N22 6UJ,Private Limited Company,Active,United Kingdom,NA,17/04/2018,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,15/05/2019,,2,2,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/11315273,,,,,,,,,,,,,,,,,,,,,30/04/2021,16/04/2020
SHEILA PANTRY ASSOCIATES LIMITED,03205695,,,63 WOSTENHOLM ROAD,SHEFFIELD,,,,S7 1LE,Private Limited Company,Active,United Kingdom,NA,30/05/1996,30,6,31/03/2021,30/06/2019,,20/06/2017,23/05/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/03205695,,,,,,,,,,,,,,,,,,,,,06/06/2020,23/05/2019
IUSIUSRE LTD,10952788,,,OFFICE 9 CHENEVARE MEWS,HIGH STREET,KINVER,,UNITED KINGDOM,DY7 6HF,Private Limited Company,Active,United Kingdom,NA,08/09/2017,5,4,05/01/2021,05/04/2019,,06/10/2018,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,,,,0,0,http://business.data.gov.uk/id/company/10952788,,,,,,,,,,,,,,,,,,,,,21/09/2020,07/09/2019
DIVINE EXCELLENCE LIMITED,09435914,,,28 KERRY HOUSE,WINDSOR STREET,COVENTRY,,ENGLAND,CV1 3DJ,Private Limited Company,Active,United Kingdom,NA,12/02/2015,28,2,30/11/2020,28/02/2019,,15/06/2017,18/05/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/09435914,19/02/2015,DR. ANDREEA ZOTESCU LTD,,,,,,,,,,,,,,,,,,,04/06/2020,21/05/2019
KENTAXIS LTD.,SC192084,,,29A FIDRA ROAD,,NORTH BERWICK,EAST LOTHIAN,,EH39 4NE,Private Limited Company,Active,United Kingdom,NA,21/12/1998,31,12,30/09/2021,31/12/2019,DORMANT,18/01/2017,21/12/2015,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/SC192084,,,,,,,,,,,,,,,,,,,,,04/01/2021,21/12/2019
HALL ROAD (ROCHFORD) MANAGEMENT COMPANY LIMITED,09800299,,,2 ANGEL SQUARE,,LONDON,,UNITED KINGDOM,EC1V 1NY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,29/09/2015,31,1,31/10/2020,31/01/2019,DORMANT,27/10/2016,,0,0,0,0,68320 - Management of real estate on a fee or contract basis,74990 - Non-trading company,,,0,0,http://business.data.gov.uk/id/company/09800299,,,,,,,,,,,,,,,,,,,,,12/10/2020,28/09/2019
PROFIT TREE FOR PEOPLE LTD,08958958,,,GROSVENOR HOUSE 2ND FLOOR OFFICE,MARKET STREET,BROMSGROVE,,ENGLAND,B61 8DA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,25/03/2014,30,3,24/03/2020,31/03/2018,,22/04/2017,25/03/2016,0,0,0,0,85600 - Educational support services,,,,0,0,http://business.data.gov.uk/id/company/08958958,,,,,,,,,,,,,,,,,,,,,08/04/2020,25/03/2019
HK DAR LTD,07935241,,,226 DOGSTHORPE ROAD,,PETERBOROUGH,,,PE1 3PB,Private Limited Company,Active,United Kingdom,NA,03/02/2012,31,3,31/12/2020,31/03/2019,,03/03/2017,03/02/2016,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/07935241,,,,,,,,,,,,,,,,,,,,,17/02/2021,03/02/2020
KRAYWOOD LTD,12281903,,,11 SEYMOUR AVENUE,SHINFIELD,READING,,ENGLAND,RG2 9DT,Private Limited Company,Active,United Kingdom,NA,25/10/2019,31,10,25/07/2021,,NO ACCOUNTS FILED,22/11/2020,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/12281903,,,,,,,,,,,,,,,,,,,,,07/11/2020,
THE BARN DIGITAL LTD,10373922,,,"FARRIER HOUSE, 26 WALTON ROAD",WETHERBY,LEEDS,WEST YORKSHIRE,ENGLAND,LS22 6JJ,Private Limited Company,Active,United Kingdom,NA,14/09/2016,30,9,30/06/2021,30/09/2019,,12/10/2017,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/10373922,,,,,,,,,,,,,,,,,,,,,27/09/2020,13/09/2019
REYNARDS CONSTRUCTION LTD,10575762,,,48 ESHER PLACE,,CRAMLINGTON,,UNITED KINGDOM,NE23 8JH,Private Limited Company,Active,United Kingdom,NA,23/01/2017,31,1,31/10/2020,31/01/2019,TOTAL EXEMPTION FULL,20/02/2018,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/10575762,,,,,,,,,,,,,,,,,,,,,05/02/2021,22/01/2020
KASA DS LTD,09317094,,,10 CHURCH STREET,PADDOCK,HUDDERSFIELD,WEST YORKSHIRE,,HD1 4TR,Private Limited Company,Active,United Kingdom,NA,18/11/2014,31,12,30/09/2021,31/12/2019,,16/12/2016,18/11/2015,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/09317094,,,,,,,,,,,,,,,,,,,,,02/12/2020,18/11/2019
ONE POINT ACCOUNTING LTD,07859463,,,76 COMBE AVENUE,,PORTISHEAD,NORTH SOMERSET,,BS20 6JT,Private Limited Company,Active,United Kingdom,NA,24/11/2011,30,11,31/08/2021,30/11/2019,,22/12/2016,24/11/2015,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/07859463,,,,,,,,,,,,,,,,,,,,,08/12/2020,24/11/2019
LIBERTA CAPITAL LTD,10449599,,,71-75 SHELTON STREET,,LONDON,GREATER LONDON,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,27/10/2016,31,10,31/07/2020,31/10/2018,DORMANT,24/11/2017,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10449599,,,,,,,,,,,,,,,,,,,,,09/11/2020,26/10/2019
DAWSON COMMERCIAL AND ASSET FINANCE LTD,05321295,,,17 MAYFIELD CLOSE,RAMSBOTTOM,BURY,,ENGLAND,BL0 9TL,Private Limited Company,Active,United Kingdom,NA,24/12/2004,31,12,30/09/2021,31/12/2019,,21/01/2017,24/12/2015,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id/company/05321295,,,,,,,,,,,,,,,,,,,,,07/01/2021,24/12/2019
CULTURAL ARTS HERITAGE CIRCLE (THE CIRCLE) LIMITED,11972319,,,137 HAREHILLS LANE,HAREHILLS LANE,LEEDS,,ENGLAND,LS8 4HZ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,01/05/2019,31,5,01/02/2021,,NO ACCOUNTS FILED,29/05/2020,,0,0,0,0,70210 - Public relations and communications activities,82301 - Activities of exhibition and fair organisers,85520 - Cultural education,96040 - Physical well-being activities,0,0,http://business.data.gov.uk/id/company/11972319,,,,,,,,,,,,,,,,,,,,,14/05/2020,
QLA INTERIORS LIMITED,10684599,,,LANE END FARM,LOWICK GREEN,ULVERSTON,CUMBRIA,UNITED KINGDOM,LA12 8EB,Private Limited Company,Active,United Kingdom,NA,22/03/2017,31,3,31/12/2020,31/03/2019,,19/04/2018,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/10684599,,,,,,,,,,,,,,,,,,,,,04/04/2021,21/03/2020
CICHETTI LIMITED,09557255,,,6 NICHOLAS STREET,,BURNLEY,LANCASHIRE,ENGLAND,BB11 2AQ,Private Limited Company,Active,United Kingdom,NA,23/04/2015,30,4,31/01/2021,30/04/2019,UNAUDITED ABRIDGED,21/05/2017,23/04/2016,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/09557255,,,,,,,,,,,,,,,,,,,,,07/05/2021,23/04/2020
RUNNING COMFORT SPORTS LTD,10263314,,,19 KING STREET,,GILLINGHAM,,UNITED KINGDOM,ME7 1EP,Private Limited Company,Active,United Kingdom,NA,05/07/2016,31,7,30/04/2021,31/07/2019,DORMANT,02/08/2017,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/10263314,08/08/2016,GLORY GENESIS LTD,,,,,,,,,,,,,,,,,,,20/06/2020,06/06/2019
FOOD EVENT LIMITED,10739805,,,STRON HOUSE,100 PALL MALL,LONDON,,ENGLAND,SW1Y 5EA,Private Limited Company,Active,United Kingdom,NA,25/04/2017,30,4,31/01/2021,30/04/2019,DORMANT,23/05/2018,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/10739805,,,,,,,,,,,,,,,,,,,,,08/05/2021,24/04/2020
ORMONDE GATE GARDEN LIMITED,05088404,,,SPRINGFIELD HOUSE C/O HOLDEN GRANAT CHARTERED ACCOUNTANTS,23 OATLANDS DRIVE,WEYBRIDGE,SURREY,ENGLAND,KT13 9LZ,Private Limited Company,Active,United Kingdom,NA,30/03/2004,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,27/04/2017,30/03/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05088404,,,,,,,,,,,,,,,,,,,,,13/04/2020,30/03/2019
GAINSTAR INVESTMENTS LTD,04023847,,,THE LORD ELDON,27 TATTON ST,KNUTSFORD,CHESHIRE,,WA16 6AD,Private Limited Company,Active,United Kingdom,NA,29/06/2000,30,9,30/06/2020,30/09/2018,,27/07/2017,29/06/2016,5,4,0,1,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/04023847,,,,,,,,,,,,,,,,,,,,,13/07/2020,29/06/2019
ALBION FISH BAR LIMITED,04108003,,,36 ALBION STREET,ROTHERITHE,LONDON,,,SE16 1JQ,Private Limited Company,Active,United Kingdom,NA,15/11/2000,30,11,31/08/2020,30/11/2018,TOTAL EXEMPTION FULL,27/11/2016,30/10/2015,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/04108003,,,,,,,,,,,,,,,,,,,,,13/11/2020,30/10/2019
SCOTSBRAZZ LIMITED,09982261,,,LANES END,FIRST AVENUE,STOKE-ON-TRENT,,ENGLAND,ST2 8NH,Private Limited Company,Active,United Kingdom,NA,02/02/2016,29,2,30/11/2020,28/02/2019,,02/03/2017,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/09982261,,,,,,,,,,,,,,,,,,,,,15/02/2021,01/02/2020
VEGGIES LIMITED,11989985,,,80 NEASHAM ROAD,,DAGENHAM,,ENGLAND,RM8 2LX,Private Limited Company,Active,United Kingdom,NA,10/05/2019,31,5,10/02/2021,,NO ACCOUNTS FILED,07/06/2020,,0,0,0,0,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/11989985,,,,,,,,,,,,,,,,,,,,,23/05/2020,
M KASLIWAL LIMITED,09729031,,,OLD BANK BUILDINGS,UPPER HIGH STREET,CRADLEY HEATH,WEST MIDLANDS,UNITED KINGDOM,B64 5HY,Private Limited Company,Active,United Kingdom,NA,12/08/2015,31,8,31/05/2020,31/08/2018,DORMANT,09/09/2016,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09729031,,,,,,,,,,,,,,,,,,,,,25/08/2020,11/08/2019
T J ARCHER LTD,11133277,,,70 HIGH STREET,,HAVERHILL,SUFFOLK,UNITED KINGDOM,CB9 8AR,Private Limited Company,Active,United Kingdom,NA,04/01/2018,31,1,31/10/2020,31/01/2019,,01/02/2019,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/11133277,,,,,,,,,,,,,,,,,,,,,17/01/2021,03/01/2020
PORTISHEAD COUNTRY MARKETS LIMITED,IP19286R,,,,,,,,,Registered Society,Active,United Kingdom,NA,01/01/1981,NA,NA,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/IP19286R,,,,,,,,,,,,,,,,,,,,,15/01/2017,
MEYRICK & POWELL LIMITED,05508660,,,TIMBERCRAFT PARK,GILWERN ROAD,LLANGATTOCK,POWYS,,NP8 1HW,Private Limited Company,Active,United Kingdom,NA,14/07/2005,31,7,30/04/2021,31/07/2019,TOTAL EXEMPTION FULL,11/08/2016,14/07/2015,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/05508660,11/04/2006,M & J POWELL OF CRICKHOWELL PROPERTIES LIMITED,,,,,,,,,,,,,,,,,,,28/07/2020,14/07/2019
A. J BROWN ELECTRICAL CONTRACTING LTD,08679156,,,ADEILAD ST. DAVIDS BUILDING,STRYD LOMBARD STREET,PORTHMADOG,GWYNEDD,,LL49 9AP,Private Limited Company,Active,United Kingdom,NA,05/09/2013,30,9,30/06/2020,30/09/2018,TOTAL EXEMPTION FULL,03/10/2016,05/09/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/08679156,,,,,,,,,,,,,,,,,,,,,19/09/2020,05/09/2019
SU BUILDING SERVICES LIMITED,10050231,,,22 FARM ROAD,,MORDEN,SURREY,UNITED KINGDOM,SM4 6RB,Private Limited Company,Active,United Kingdom,NA,08/03/2016,30,3,30/03/2021,30/03/2019,UNAUDITED ABRIDGED,05/04/2017,,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id/company/10050231,,,,,,,,,,,,,,,,,,,,,21/03/2020,07/03/2019
UPTICK LIMITED,11364853,,,OATHALL HOUSE,70 OATHALL ROAD,HAYWARDS HEATH,,UNITED KINGDOM,RH16 3EN,Private Limited Company,Active,United Kingdom,NA,16/05/2018,31,5,28/02/2021,31/05/2019,DORMANT,13/06/2019,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/11364853,,,,,,,,,,,,,,,,,,,,,29/05/2020,15/05/2019
ALEXANDER SERVICES 2020 LTD,12424265,,,4 MERLIN CRESCENT,,EDGWARE,,ENGLAND,HA8 6JE,Private Limited Company,Active,United Kingdom,NA,24/01/2020,31,1,24/10/2021,,NO ACCOUNTS FILED,21/02/2021,,0,0,0,0,41201 - Construction of commercial buildings,42110 - Construction of roads and motorways,,,0,0,http://business.data.gov.uk/id/company/12424265,,,,,,,,,,,,,,,,,,,,,06/02/2021,
QUICKWIRE LIMITED,09093041,,,C/O FLEX CONNECTORS LIMITED RUSCOMBE BUSINESS PARK,"RUSCOMBE LANE, TWYFORD",READING,BERKSHIRE,ENGLAND,RG10 9LR,Private Limited Company,Active,United Kingdom,NA,19/06/2014,31,7,30/04/2021,31/07/2019,TOTAL EXEMPTION FULL,17/07/2017,19/06/2016,0,0,0,0,27400 - Manufacture of electric lighting equipment,,,,0,0,http://business.data.gov.uk/id/company/09093041,,,,,,,,,,,,,,,,,,,,,03/07/2020,19/06/2019
HILDEN GROUP LIMITED,12332113,,,KEMP HOUSE,160 CITY ROAD,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,25/11/2019,30,11,25/08/2021,,NO ACCOUNTS FILED,23/12/2020,,0,0,0,0,43390 - Other building completion and finishing,43999 - Other specialised construction activities n.e.c.,70229 - Management consultancy activities other than financial management,,0,0,http://business.data.gov.uk/id/company/12332113,,,,,,,,,,,,,,,,,,,,,08/12/2020,
